Y7_CSRID,NAME,CITY,STATE,Y7_STATE2
617007,Fern Creek High School,Louisville,Kentucky,Kentucky
617014,Valley High School,Louisville,Kentucky,Kentucky
617003,Butler High School,Louisville,Kentucky,Kentucky
617015,Waggener High School,Louisville,Kentucky,Kentucky
617004,Doss High School,Louisville,Kentucky,Kentucky
617002,Ballard High School,Louisville,Kentucky,Kentucky
617016,Western Middle School,Louisville,Kentucky,Kentucky
617010,Male Traditional High School,Louisville,Kentucky,Kentucky
617012,Murray High School,Murray,Kentucky,Kentucky
618037,East Beaureguard High School,Dry Creek,Louisiana,Louisiana
618076,Merryville Elementary,Merryville,Louisiana,Louisiana
618090,Pinewood Elementary,DeRidder,Louisiana,Louisiana
618102,South Beauregard High,Longville,Louisiana,Louisiana
618063,Langston Hughes Academy,New Orleans,Louisiana,Louisiana
618017,Benton High School,Benton,Louisiana,Louisiana
618009,Arthur Circle Elementary,Shreveport,Louisiana,Louisiana
618101,Shreve Island Elementary,Shreveport,Louisiana,Louisiana
618067,Logansport Elementary School,Logansport,Louisiana,Louisiana
618109,Stanley High School,Logansport,Louisiana,Louisiana
618053,Iberia Middle School,NEW IBERIA,Louisiana,Louisiana
618036,Dodson Elementary,New Iberia,Louisiana,Louisiana
618071,Loreauville elementary,Loreauville,Louisiana,Louisiana
618122,Westgate High School,New Iberia,Louisiana,Louisiana
618080,New Iberia Senior High,New Iberia,Louisiana,Louisiana
618113,T.H. Harris Middle School,Metairie,Louisiana,Louisiana
618003,Acadian Middle School,Lafayette,Louisiana,Louisiana
618004,Acadiana High School,Lafayette,Louisiana,Louisiana
618023,Carencro High School,Lafayette,Louisiana,Louisiana
618029,Chalmette High School,Chalmette,Louisiana,Louisiana
618092,Ponchatoula High School,Ponchatoula,Louisiana,Louisiana
618002,Abbeville High School,Abbeville,Louisiana,Louisiana
618039,Enon Elementary,Franklinton,Louisiana,Louisiana
618044,Franklinton High School,Franklinton,Louisiana,Louisiana
618079,Mount Hermon School,Mt Hermon,Louisiana,Louisiana
618114,Thomas Elementary,Franklinton,Louisiana,Louisiana
618116,Varnado High School,Angie,Louisiana,Louisiana
621015,Edward Little High School,Auburn,Maine,Maine
621017,Fairview Elementary School,Auburn,Maine,Maine
621001,Auburn Middle School,Auburn,Maine,Maine
621014,Cony High School,Augusta,Maine,Maine
621007,Brewer High School,Brewer,Maine,Maine
621009,Brunswick High School,Brunswick,Maine,Maine
621011,Cape Elizabeth High School,Cape Elizabeth,Maine,Maine
621012,Cape Elizabeth Middle School,Cape Elizabeth,Maine,Maine
621021,Gorham High School,Gorham,Maine,Maine
621022,Gorham Middle School,Gorham,Maine,Maine
621023,Great Falls Elementary School,Gorham,Maine,Maine
621029,Lewiston High School,Lewiston,Maine,Maine
621032,Lisbon High School,Lisbon Falls,Maine,Maine
621043,Oxford Hills Comp  High School,South Paris,Maine,Maine
621044,Penobscot Valley High school,Howland,Maine,Maine
621037,Medomak Valley High School,Waldoboro,Maine,Maine
621004,Bonny Eagle High School,Standish,Maine,Maine
621005,Bonny Eagle Middle School,Buxton,Maine,Maine
621053,Waterville HIgh School,Waterville,Maine,Maine
621054,Winthrop High School,Winthrop,Maine,Maine
621018,Frank H Harrison Middle School,Yarmouth,Maine,Maine
621055,Yarmouth High School,Yarmouth,Maine,Maine
621028,Leavitt Area High School,Turner,Maine,Maine
621024,Greely High School,Cumberland Center,Maine,Maine
621033,Madison Elementary School,Madison,Maine,Maine
621034,Madison Jr High,Madison,Maine,Maine
621035,Margaret Chase Smith School,Skowhegan,Maine,Maine
621040,North Elementary School,Skowhegan,Maine,Maine
621049,Skowhegan Area High School,Skowhegan,Maine,Maine
621050,Skowhegan Area Middle School,Skowhegan,Maine,Maine
621003,Bloomfield Elementary School,Skowhegan,Maine,Maine
621045,Poland Regional High School,Poland,Maine,Maine
621038,Messalonskee High School,Oakland,Maine,Maine
621041,Oak Hill High School,Sabattus,Maine,Maine
621039,Nakomis Regional High school,Newport,Maine,Maine
621042,Oceanside High School,Rockland,Maine,Maine
621051,Spruce Mountain Middle School,Jay,Maine,Maine
621020,George B Weatherbee School,Hampden,Maine,Maine
621026,Hampden Academy,Hampden,Maine,Maine
620052,Mountain Ridge,Frostburg,Maryland,Maryland
620002,Annapolis Middle,Annapolis,Maryland,Maryland
620004,Arundel Middle,Odenton,Maryland,Maryland
620003,Arundel High,Gambrills,Maryland,Maryland
620010,Broadneck,Arnold,Maryland,Maryland
620015,Central Middle,Edgewater,Maryland,Maryland
620070,Southriver,Edgewater,Maryland,Maryland
620017,Corkran Middle,Glen Burnie,Maryland,Maryland
620040,Magothy River Middle,Arnold,Maryland,Maryland
620042,Marley Middle,Glen Burnie,Maryland,Maryland
620057,Northeast,Pasadena,Maryland,Maryland
620061,Old Mill Middle North,Millersville,Maryland,Maryland
620062,Old Mill Middle South,Millersville,Maryland,Maryland
620060,Old Mill,Millersville,Maryland,Maryland
620069,Southern Middle,Lothian,Maryland,Maryland
620047,Meade Middle,Ft. Meade,Maryland,Maryland
620025,Francis Scott Key,Baltimore,Maryland,Maryland
620078,William S Baer school,Baltimore,Maryland,Maryland
620030,Huntingtown,Huntingtown,Maryland,Maryland
620053,North Caroline High School,Ridgely,Maryland,Maryland
620054,North East,North East,Maryland,Maryland
620045,McDonough High School,Pomfret,Maryland,Maryland
620056,North Point High School,Waldorf,Maryland,Maryland
620014,Cambridge-SouthDorchester,Cambridge,Maryland,Maryland
620074,Urbana High School,Ijamsville,Maryland,Maryland
620049,Middletown High School,Middletown,Maryland,Maryland
620075,Walkersville High School,Walkersville,Maryland,Maryland
620059,Oakdale High School,Ijamsville,Maryland,Maryland
620033,Kent County High School,Chestertown,Maryland,Maryland
620037,Laurel High School,Laurel,Maryland,Maryland
620022,Easton High School,Easton,Maryland,Maryland
620071,St. Michaels High School,St. Micheals,Maryland,Maryland
620055,North Hagerstown,Hagerstown,Maryland,Maryland
620063,Parkside High School,Salisbury,Maryland,Maryland
620077,Wicomico High School,Salisbury,Maryland,Maryland
619012,David Prouty High School,Spencer,Massachusetts,Massachusetts
619058,Somerset Berkley Regional High School,Somerset,Massachusetts,Massachusetts
619002,Amesbury High School,Amesbury,Massachusetts,Massachusetts
619046,Oakmont Regional High School,Ashburnham,Massachusetts,Massachusetts
619008,Brennan Middle School,Attleboro,Massachusetts,Massachusetts
619009,Brockton High School,Brockton,Massachusetts,Massachusetts
619011,Dartmouth High School,South Dartmouth,Massachusetts,Massachusetts
619047,Oliver Ames High School,North Easton,Massachusetts,Massachusetts
619016,Fitchburg High School,Fitchburg,Massachusetts,Massachusetts
619019,Grafton High School,Grafton,Massachusetts,Massachusetts
619020,Greenfield High School,Greenfield,Massachusetts,Massachusetts
619021,Groton-Dunstable Regional High School,Groton,Massachusetts,Massachusetts
619022,Hanover High School,Hanover,Massachusetts,Massachusetts
619027,Lunenburg High School,Lunenburg,Massachusetts,Massachusetts
619029,Marlboro High School,Marlboro,Massachusetts,Massachusetts
619030,Marshfield High School,Marshfield,Massachusetts,Massachusetts
619034,Middleboro High School,Middleboro,Massachusetts,Massachusetts
619035,Milford High School,Milford,Massachusetts,Massachusetts
619040,Nashoba Regional High School,Bolton,Massachusetts,Massachusetts
619044,North Middlesex Regional High School,Townsend,Massachusetts,Massachusetts
619001,Algonquin Regional High School,Northborough,Massachusetts,Massachusetts
619053,Saugus High School,Saugus,Massachusetts,Massachusetts
619054,Sharon High School,Sharon,Massachusetts,Massachusetts
619063,Uxbridge High School,Uxbridge,Massachusetts,Massachusetts
619064,Wachusett High School,Holden,Massachusetts,Massachusetts
619066,Ware High School,Ware,Massachusetts,Massachusetts
619067,West Boylston High School,West Boylston,Massachusetts,Massachusetts
619070,Whitman-Hanson Regional H.S.,Whitman,Massachusetts,Massachusetts
622083,Roosevelt-McGrath,Wayne,Michigan,Michigan
622018,Charles Wright Academy,Detroit,Michigan,Michigan
622033,Fischer Magnet Upper,Detroit,Michigan,Michigan
622004,AL Holmes Lower,Detroit,Michigan,Michigan
622005,AL Holmes Upper,Detroit,Michigan,Michigan
622024,Dixon K-8,Detroit,Michigan,Michigan
622058,Mann Elementary,Detroit,Michigan,Michigan
622001,Adrian High School,Adrian,Michigan,Michigan
622088,Scarlett Middle School,Ann Arbor,Michigan,Michigan
622048,Huron High School,Ann Arbor,Michigan,Michigan
622008,Bay City Central High,Bay City,Michigan,Michigan
622009,Blissfield Elementary,Blissfield,Michigan,Michigan
622011,Boyne City High School,Boyne City,Michigan,Michigan
622016,Cedar View Elementary,Cedar Springs,Michigan,Michigan
622027,Edsel Ford High School,Dearborn,Michigan,Michigan
622022,Dexter High,Dexter,Michigan,Michigan
622017,Central Elementary,Flushing,Michigan,Michigan
622029,Elms Elementary,Flushing,Michigan,Michigan
622034,flushing middle school,Flushing,Michigan,Michigan
622035,Forest Hills Eastern High,Ada,Michigan,Michigan
622069,Orchard View Elementary,Grand Rapids,Michigan,Michigan
622041,Grand Blanc High School,Grand Blanc,Michigan,Michigan
622054,Lincoln Development Center,Grand Rapids,Michigan,Michigan
622043,Hartland Farms Intermediate,Brighton,Michigan,Michigan
622100,Washington Woods,Holt,Michigan,Michigan
622047,Holt High School,Holt,Michigan,Michigan
622049,Inland Lakes High School,Indian River,Michigan,Michigan
622003,Advance Path/Beekman,Lansing,Michigan,Michigan
622015,Cavanaugh,Lansing,Michigan,Michigan
622026,Eastern High School,Lansing,Michigan,Michigan
622036,Forest View,Lansing,Michigan,Michigan
622007,Averill,Lansing Charter Twp,Michigan,Michigan
622040,Gier Park,Lansing,Michigan,Michigan
622089,Sexton High,Lansing,Michigan,Michigan
622052,Kendon,Lansing,Michigan,Michigan
622057,Lyons,Lansing,Michigan,Michigan
622081,REO,Lansing,Michigan,Michigan
622103,Wexford,Lansing,Michigan,Michigan
622067,North Elementary,Lansing,Michigan,Michigan
622038,Gardner Elementary,Lansing,Michigan,Michigan
622090,Sheridan,Lansing,Michigan,Michigan
622053,Lewton,Lansing,Michigan,Michigan
622006,Attwood,Lansing Charter Twp,Michigan,Michigan
622066,Mt Hope,Lansing,Michigan,Michigan
622039,Gardner LLG,Lansing,Michigan,Michigan
622059,Mason High,Mason,Michigan,Michigan
622060,Mason Middle School,Mason,Michigan,Michigan
622030,Erie Mason High School,Erie,Michigan,Michigan
622064,Monroe Middle School,Monroe,Michigan,Michigan
622063,Monroe High,Monroe,Michigan,Michigan
622075,Plymouth High School,Canton,Michigan,Michigan
622084,Salem High,Canton,Michigan,Michigan
622013,Canton High,Canton,Michigan,Michigan
622078,Potterville Elementary,Potterville,Michigan,Michigan
622106,Woodland Meadows,Saline,Michigan,Michigan
622046,Heritage Elementary,Saline,Michigan,Michigan
622086,Saline Middle School,Saline,Michigan,Michigan
622085,Saline High School,Saline,Michigan,Michigan
622073,Pleasant Ridge,Saline,Michigan,Michigan
622095,Summerfield Elementary,Petersburg,Michigan,Michigan
622096,Swartz Creek Middle School,Swartz Creek,Michigan,Michigan
622094,Stevenson High School,Sterling Heights,Michigan,Michigan
622028,Eisenhower High School,Shelby Township,Michigan,Michigan
622061,Meadowbrook Elementary,Novi,Michigan,Michigan
622014,Carleton Middle School,Sterling Heights,Michigan,Michigan
622076,Porter Education Center,Adrian,Michigan,Michigan
622105,Woodland,Marysville,Michigan,Michigan
623006,Chester Joplin Inverness,Chester,Montana,Montana
623002,Bainville High School,Bainville,Montana,Montana
623001,Bainville 7-8,Bainville,Montana,Montana
623004,Bigfork High School,Big Fork,Montana,Montana
623021,Utterback Middle School,Conrad,Montana,Montana
623011,Helena High School,Helena,Montana,Montana
623008,Glacier High School,Kalispell,Montana,Montana
623007,Flathead High School,Kalispell,Montana,Montana
623014,Lincoln Co. High School,Eureka,Montana,Montana
623003,Big Sky High School,Missoula,Montana,Montana
623017,Porter Middle School,Missoula,Montana,Montana
623016,Paxson School,Missoula,Montana,Montana
623019,Swan River 7-8,Big Fork,Montana,Montana
623022,Victor Elementary,Victor,Montana,Montana
623023,Victor High School,Victor,Montana,Montana
623024,Victor Middle School,Victor,Montana,Montana
626022,Elkhorn Ridge Middle School,Omaha,Nebraska,Nebraska
626071,West Dodge Station Elementary,Omaha,Nebraska,Nebraska
626023,Elkhorn South,Omaha,Nebraska,Nebraska
626020,Davenport Elementary,Fremont,Nebraska,Nebraska
626026,Fremont High School,Fremont,Nebraska,Nebraska
626045,Meadowlark Elementary,Kearney,Nebraska,Nebraska
626032,Kearney High,Kearney,Nebraska,Nebraska
626003,Arnold Elementary,Lincoln,Nebraska,Nebraska
626009,Belmont Elementary,Lincoln,Nebraska,Nebraska
626027,Holmes Elementary,Lincoln,Nebraska,Nebraska
626031,Kahoa Elementary,Lincoln,Nebraska,Nebraska
626036,Lakeview Elementary,Lincoln,Nebraska,Nebraska
626040,Lincoln Southeast,Lincoln,Nebraska,Nebraska
626050,Morley Elementary School,Lincoln,Nebraska,Nebraska
626028,Humann Elementary,Lincoln,Nebraska,Nebraska
626002,Adams Elementary-LPS,Lincoln,Nebraska,Nebraska
626035,Kloefkorn Elementary,Lincoln,Nebraska,Nebraska
626063,Rohwer Elementary,Omaha,Nebraska,Nebraska
626048,Millard Young Adults,Omaha,Nebraska,Nebraska
626015,Bryan Elementary,Omaha,Nebraska,Nebraska
626019,Cody Elementary,Omaha,Nebraska,Nebraska
626047,Millard South,Omaha,Nebraska,Nebraska
626001,Adams Elementary,Omaha,Nebraska,Nebraska
626011,Beveridge Magnet,Omaha,Nebraska,Nebraska
626025,Fontenelle Elementary,Omaha,Nebraska,Nebraska
626037,Lewis and Clark Middle,Omaha,Nebraska,Nebraska
626042,Lothrop Elementary,Omaha,Nebraska,Nebraska
626051,Mt View Elementary,Omaha,Nebraska,Nebraska
626043,Marrs Middle,Omaha,Nebraska,Nebraska
626029,Integrated Learning Program,Omaha,Nebraska,Nebraska
626034,King Science & Technology Center,Omaha,Nebraska,Nebraska
626058,Papillion LaVista South,Papillion,Nebraska,Nebraska
626039,Lincoln Heights Elementary,Scottsbluff,Nebraska,Nebraska
626013,Bluffs Middle School,Scottsbluff,Nebraska,Nebraska
626075,Westside HS,Omaha,Nebraska,Nebraska
630032,Woodbury Middle School,Las Vegas,Nevada,Nevada
630002,Brinley Middle School,Las Vegas,Nevada,Nevada
630022,Lois Craig Elementary,North Las Vegas,Nevada,Nevada
630016,Guinn Middle School,Las Vegas,Nevada,Nevada
630015,Greenspun Middle School,Henderson,Nevada,Nevada
630014,Green Valley High School,Henderson,Nevada,Nevada
630024,Mojave High School,North Las Vegas,Nevada,Nevada
630028,Sierra Vista High,Las Vegas,Nevada,Nevada
630012,Fertitta Middle School,Las Vegas,Nevada,Nevada
630029,Spring Valley High School,Las Vegas,Nevada,Nevada
630009,Dell Webb Middle School,Henderson,Nevada,Nevada
630011,Dickens Elementary School,North Las Vegas,Nevada,Nevada
630030,Sunrise Mountain High,Las Vegas,Nevada,Nevada
627022,John Stark High School,Weare,New Hampshire,New Hampshire
627011,Exeter High School,Exeter,New Hampshire,New Hampshire
627041,Nute High School,Milton,New Hampshire,New Hampshire
627002,Bedford High School,Bedford,New Hampshire,New Hampshire
627004,Berlin High School,Berlin,New Hampshire,New Hampshire
627005,Bow High School,Bow,New Hampshire,New Hampshire
627051,Stevens High School,Claremont,New Hampshire,New Hampshire
627007,Concord High School,Concord,New Hampshire,New Hampshire
627048,Rundlett Middle School,Concord,New Hampshire,New Hampshire
627008,ConVal lRegional High School,Peterborough,New Hampshire,New Hampshire
627024,Kennet High School,N Conway,New Hampshire,New Hampshire
627009,Dover High School,Dover,New Hampshire,New Hampshire
627015,Hanover High School,Hanover,New Hampshire,New Hampshire
627010,Epping High School,Epping,New Hampshire,New Hampshire
627012,Falll Mountain Regional High School,Langdon,New Hampshire,New Hampshire
627014,Gilford Middle School,Gilford,New Hampshire,New Hampshire
627013,Gilford High School,Gilford,New Hampshire,New Hampshire
627038,Mountain View Middle School,Goffstown,New Hampshire,New Hampshire
627017,Hinsdale Jr/Sr High School,Hinsdale,New Hampshire,New Hampshire
627018,Holllis-Brookline High School,Hollis,New Hampshire,New Hampshire
627019,Hopkinton High School,Contoocook,New Hampshire,New Hampshire
627001,Alvirne High School,Hudson,New Hampshire,New Hampshire
627023,Keene High School,Keene,New Hampshire,New Hampshire
627025,Laconia High School,Laconia,New Hampshire,New Hampshire
627026,Laconia Middle School,Laconia,New Hampshire,New Hampshire
627006,Campbell High School,Litchfield,New Hampshire,New Hampshire
627029,Littleton High School,Littleton,New Hampshire,New Hampshire
627030,Londonderry High School,Londonderry,New Hampshire,New Hampshire
627031,Manchester Central High School,Manchester,New Hampshire,New Hampshire
627032,Manchester Memorial High School,Manchester,New Hampshire,New Hampshire
627033,Manchester West High School,Manchester,New Hampshire,New Hampshire
627034,Merrimack High School,Merrimack,New Hampshire,New Hampshire
627035,Merrimack Valley High School,Penacook,New Hampshire,New Hampshire
627036,Milford High School,Milford,New Hampshire,New Hampshire
627037,Moultonborough Academy,Moultonborough,New Hampshire,New Hampshire
627040,Nashua High School South,Nashua,New Hampshire,New Hampshire
627039,Nashua High School North,Nashua,New Hampshire,New Hampshire
627042,Oyster River High School,Durham,New Hampshire,New Hampshire
627043,Pembroke Academy,Pembroke,New Hampshire,New Hampshire
627046,Profile School,Bethlehem,New Hampshire,New Hampshire
627050,Spaulding High School,Rochester,New Hampshire,New Hampshire
627003,Belmont High School,Belmont,New Hampshire,New Hampshire
627049,Somersworth High School,Somersworth,New Hampshire,New Hampshire
627052,Timberlane Regional High School,Plaistow,New Hampshire,New Hampshire
627053,White Mountain Regional High School,Whitefield,New Hampshire,New Hampshire
627054,Winnisquam Middle School,Tilton,New Hampshire,New Hampshire
627055,Winnisquam Regional High School,Tilton,New Hampshire,New Hampshire
627045,Plymouth Regional High School,Plymouth,New Hampshire,New Hampshire
628007,Conover Road Primary School,Colts Neck,New Jersey,New Jersey
628003,Cedar Drive Middle School,Colts Neck,New Jersey,New Jersey
628010,Ewing High School,Ewing,New Jersey,New Jersey
628011,Galloway Township Middle School,Galloway,New Jersey,New Jersey
628012,Hamilton HS-West,Hamilton,New Jersey,New Jersey
628035,Reynolds MS,Trenton,New Jersey,New Jersey
628014,Hamiton HS-North,Hamilton,New Jersey,New Jersey
628016,Holmdel High School,Holmdel,New Jersey,New Jersey
628046,William R. Satz (Satz) School,Holmdel,New Jersey,New Jersey
628018,Indian Hills  School,Holmdel,New Jersey,New Jersey
628042,Village School,Holmdel,New Jersey,New Jersey
628017,Hopewell Valley Regional High School,Pennington,New Jersey,New Jersey
628020,Kingsway Regional Middle School,Woolwich Township,New Jersey,New Jersey
628019,Kingsway Regional High School,Woolwich Township,New Jersey,New Jersey
628040,The Lawrecenville School,Lawrenceville,New Jersey,New Jersey
628024,Montgomery High School,Montgomery,New Jersey,New Jersey
628025,Montgomery Upper Elementary School,Skillman,New Jersey,New Jersey
628026,New Brunswick HS,New Brunswick,New Jersey,New Jersey
628001,B.F. Gibbs and Berkley Street School,New Milford,New Jersey,New Jersey
628008,David E. Owens Middle School,New MIlford,New Jersey,New Jersey
628009,East Side High School,Newark,New Jersey,New Jersey
628030,Paramus High School,Paramus,New Jersey,New Jersey
628045,West Brook Middle School,Paramus,New Jersey,New Jersey
628031,Parkway Elementary School,Paramus,New Jersey,New Jersey
628037,Ridge Ranch Elementary School,Paramus,New Jersey,New Jersey
628034,Raritan High School,Hazlet,New Jersey,New Jersey
628043,Washington Park School,Totowa,New Jersey,New Jersey
628015,Hannah Caldwell Elementary School,Union,New Jersey,New Jersey
628002,Burnet Middle School,Union,New Jersey,New Jersey
628044,Washington Township High School,Sewell,New Jersey,New Jersey
628033,Pond Road Middle School,Robbinsville,New Jersey,New Jersey
628038,Robbinsville High School,Robbinsville,New Jersey,New Jersey
628039,Sharon Elementary School,Robbinsville,New Jersey,New Jersey
629017,Manzano HS,Albuquerque,New Mexico,New Mexico
629011,Dennis Chavez ES,Albuquerque,New Mexico,New Mexico
629002,Bloomfield HS,Bloomfield,New Mexico,New Mexico
629005,Central Primary,Bloomfield,New Mexico,New Mexico
629015,Heights Middle School,Farmington,New Mexico,New Mexico
629022,Piedra Vista HS,Farmington,New Mexico,New Mexico
629004,Central Elementary School,Las Cruces,New Mexico,New Mexico
629021,Onate HS,Las Cruces,New Mexico,New Mexico
629019,Mesa Middle School,Las Cruces,New Mexico,New Mexico
631038,Mohonasen HS,Schenectady,New York,New York
631004,Averill Park HS,Averill Park,New York,New York
631055,PS R 037,Staten Island,New York,New York
631061,Riverdale Country School,Bronx,New York,New York
631076,Truman High School,Bronx,New York,New York
631011,Brooklyn Tech High School,Brooklyn,New York,New York
631039,Monsignor Farrell High School,Staten Island,New York,New York
631075,Tottenville High School,Staten Island,New York,New York
631057,RCOTC / P721K,Brooklyn,New York,New York
631044,P721M,New York,New York,New York
631043,P 721 R/ The Richard Hungerford School,Staten Island,New York,New York
631042,P 176 @ 178 X,Bronx,New York,New York
631003,Amsterdam HS,Amsterdam,New York,New York
631005,Ballston Spa HS,Ballston Spa,New York,New York
631006,Batavia CSD,Batavia,New York,New York
631010,Brockport CSD,Brockport,New York,New York
631050,PS 76 Herman Badillo Bilingual Academy,Buffalo,New York,New York
631053,PS 95 Charles Drew,Buffalo,New York,New York
631012,Burnt Hills-Ballston Lake High School,Burnt Hills,New York,New York
631013,Canandaigua CSD,Canandaigua,New York,New York
631025,Edward R Morrow HS,New York,New York,New York
631014,Churchville-Chili CSD,Churchville,New York,New York
631017,Commack High School,Commack,New York,New York
631019,Corinth CSD,Corinth,New York,New York
631016,Columbia HS,East Greenbush,New York,New York
631022,East Irondequoit Eastridge High School,Rochester,New York,New York
631028,Gates Chili Central School,Rochester,New York,New York
631030,Greece Athena,Rochester,New York,New York
631031,Greece Odyssey Academy,Rochester,New York,New York
631032,Guilderland HS,Guilderland Ctr,New York,New York
631034,Huntington High School,Huntington,New York,New York
631035,Lawrence Middle School,Lawrence,New York,New York
631037,Mechanicville HS,Mechanicville,New York,New York
631040,New Rochelle,New Rochelle,New York,New York
631066,Shaker HS,Latham,New York,New York
631056,Queensbury High School,Queensbury,New York,New York
631021,East High,Rochester,New York,New York
631024,Edison Tech,Rochester,New York,New York
631063,Saratoga Springs High School,Saratoga Springs,New York,New York
631064,Schenectady High School,Schenectady,New York,New York
631067,Shenendehowa High School,Clifton Park,New York,New York
631077,Vernon - Verona Sherill,Vernon,New York,New York
631069,South Colonie HS,Albany,New York,New York
631070,South Glens Falls HS,South Glens Falls,New York,New York
631072,Southhampton High School,Southhampton,New York,New York
631073,Spencerport HS,Spencerport,New York,New York
631068,Sleepy Hollow High School,Sleepy Hollow,New York,New York
631078,White Plains HS,White Plains,New York,New York
631036,Madison-Oneida BOCES,Vernon,New York,New York
624060,Eastern ES,Greenville,North Carolina,North Carolina
624207,Wahl-Coates ES,Greenville,North Carolina,North Carolina
624064,EM Yoder,Mebane,North Carolina,North Carolina
624059,Eastern Alamance HS,Mebane,North Carolina,North Carolina
624077,Graham MS,Graham,North Carolina,North Carolina
624185,Southern Alamance HS,Graham,North Carolina,North Carolina
624194,Sylvan ES,Snow Camp,North Carolina,North Carolina
624214,Western Alamance HS,Elon,North Carolina,North Carolina
624215,Western Alamance Middle School,Elon,North Carolina,North Carolina
624222,Woodlawn MS,Mebane,North Carolina,North Carolina
624095,Hillcrest ES,Burlington,North Carolina,North Carolina
624043,Cummings HS,Burlington,North Carolina,North Carolina
624201,Turrentine MS,Burlington,North Carolina,North Carolina
624221,Williams HS,Burlington,North Carolina,North Carolina
624118,Lincoln Charter School,Denver,North Carolina,North Carolina
624081,Greensboro Academy,Greensboro,North Carolina,North Carolina
624005,Alexander Central HS,Taylorsville,North Carolina,North Carolina
624106,John Cotton Tayloe ES,Washington,North Carolina,North Carolina
624107,John Small ES,Washington,North Carolina,North Carolina
624163,PS Jones,Washington,North Carolina,North Carolina
624034,Chocowinity MS,Chocowinity,North Carolina,North Carolina
624180,South Brunswick HS,Southport,North Carolina,North Carolina
624001,AC Reynolds HS,Asheville,North Carolina,North Carolina
624195,Table Rock Middle School,Morganton,North Carolina,North Carolina
624073,Freedom HS,Morganton,North Carolina,North Carolina
624135,Mt. Pleasant High School,Mt.Pleasant,North Carolina,North Carolina
624143,Northwest Cabarrus HS,Concord,North Carolina,North Carolina
624040,Concord MS,Concord,North Carolina,North Carolina
624039,Concord HS,Concord,North Carolina,North Carolina
624094,Hickory Ridge HS,Harrisburg,North Carolina,North Carolina
624037,Collettsville School,Collettsville,North Carolina,North Carolina
624078,Granite Falls MS,Granite Falls,North Carolina,North Carolina
624083,Happy Valley School,Patterson,North Carolina,North Carolina
624098,Hudson Elementary School,Hudson,North Carolina,North Carolina
624181,South Caldwell HS,Hudson,North Carolina,North Carolina
624218,Whitnel ES,Lenoir,North Carolina,North Carolina
624179,Smyrna K-8 School,Smyrna,North Carolina,North Carolina
624212,West Carteret HS,Morehead City,North Carolina,North Carolina
624030,Chapel Hill High School,Chapel Hill,North Carolina,North Carolina
624023,Carrboro HS,Carrboro,North Carolina,North Carolina
624036,Chowan MS,Edenton,North Carolina,North Carolina
624046,D.F. Walker Elementary School,Edenton,North Carolina,North Carolina
624105,John A Holmes High School,Edenton,North Carolina,North Carolina
624217,White Oak ES,Edenton,North Carolina,North Carolina
624088,Hayesville ES,Hayesville,North Carolina,North Carolina
624089,Hayesville HS,Hayesville,North Carolina,North Carolina
624090,Hayesville Middle School,Hayesville,North Carolina,North Carolina
624026,Casar Elementary School,Casar,North Carolina,North Carolina
624102,Jefferson Elementary School,Shelby,North Carolina,North Carolina
624111,Kings Mountain HS,Kings Mtn.,North Carolina,North Carolina
624044,Currituck County High School,Barco,North Carolina,North Carolina
624069,First Flight HS,Kill Devil Hills,North Carolina,North Carolina
624114,Ledford HS,Thomasville,North Carolina,North Carolina
624018,Brogden Middle School,Durham,North Carolina,North Carolina
624197,The Downtown School,Winston-Salem,North Carolina,North Carolina
624019,Bunn HS,Bunn,North Carolina,North Carolina
624123,Louisburg HS,Louisburg,North Carolina,North Carolina
624071,Franklinton High School,Franklinton,North Carolina,North Carolina
624122,Long Mill Elementary School,Youngsville,North Carolina,North Carolina
624008,Ashbrook High School,Gastonia,North Carolina,North Carolina
624042,Cramerton MS,Cramerton,North Carolina,North Carolina
624052,East Gaston HS,Mt. Holly,North Carolina,North Carolina
624121,Lingerfeldt ES,Gastonia,North Carolina,North Carolina
624124,Lowell ES,Lowell,North Carolina,North Carolina
624133,Mount Holly Middle School,Mount Holly,North Carolina,North Carolina
624138,North Gaston HS,Dallas,North Carolina,North Carolina
624183,South Point HS,Belmont,North Carolina,North Carolina
624211,WC Friday MS,Dallas,North Carolina,North Carolina
624205,WA Bess Elementary,Gastonia,North Carolina,North Carolina
624192,Stuart Cramer HS,Belmont,North Carolina,North Carolina
624169,Robbinsville Elementary School,Robbinsville,North Carolina,North Carolina
624170,Robbinsville HS,Robbinsville,North Carolina,North Carolina
624004,Alderman ES,Greensboro,North Carolina,North Carolina
624014,Bessemer City Middle School,Bessemer City,North Carolina,North Carolina
624082,Grimsley HS,Greensboro,North Carolina,North Carolina
624003,Alamance ES,Greensboro,North Carolina,North Carolina
624103,Jesse Wharton ES,Greensboro,North Carolina,North Carolina
624164,Ragsdale High School,Jamestown,North Carolina,North Carolina
624061,Eastern Guilford MS,Gibsonville,North Carolina,North Carolina
624110,Kernodle MS,Greensboro,North Carolina,North Carolina
624178,Simkins Elementary School,Greensboro,North Carolina,North Carolina
624065,Erwin Montessori Elementary School,Greensboro,North Carolina,North Carolina
624085,Harnett Central HS,Angier,North Carolina,North Carolina
624202,Tuscola HS,Waynesville,North Carolina,North Carolina
624210,Waynesville MS,Waynesville,North Carolina,North Carolina
