Y7_CSRID,NAME,CITY,STATE,Y7_STATE2
624029,Central Haywood High School,Clyde,North Carolina,North Carolina
624130,Mills River ES,Mills River,North Carolina,North Carolina
624213,West Henderson HS,Hendersonville,North Carolina,North Carolina
624076,Glenn Marlow ES,Mills River,North Carolina,North Carolina
624093,Hertford County HS,Ahoskie,North Carolina,North Carolina
624112,Lake Norman High School,Mooresville,North Carolina,North Carolina
624002,AL Brown HS,Kannapolis,North Carolina,North Carolina
624053,East Lee MS,Sanford,North Carolina,North Carolina
624116,Lexington Sr. HS,Lexington,North Carolina,North Carolina
624054,East Lincoln HS,Denver,North Carolina,North Carolina
624100,Iron Station Elementary School,Lincolnton,North Carolina,North Carolina
624120,Lincolnton HS,Lincolnton,North Carolina,North Carolina
624119,Lincoln Charter West,Lincolnton,North Carolina,North Carolina
624139,North Lincoln HS,Lincolnton,North Carolina,North Carolina
624022,Carmel Middle School,Charlotte,North Carolina,North Carolina
624055,East Mecklenburg HS,Charlotte,North Carolina,North Carolina
624084,Harding University HS,Charlotte,North Carolina,North Carolina
624136,Myers Park HS,Charlotte,North Carolina,North Carolina
624145,Northwest School of the Arts,Charlotte,North Carolina,North Carolina
624161,Providence Day School,Charlotte,North Carolina,North Carolina
624146,Olympic High School,Charlotte,North Carolina,North Carolina
624166,Randolph MS,Charlotte,North Carolina,North Carolina
624020,Butler HS,Matthews,North Carolina,North Carolina
624125,Mallard Creek HS,Charlotte,North Carolina,North Carolina
624168,Ridge Road MS,Charlotte,North Carolina,North Carolina
624191,Stoney Creek Elementary,Charlotte,North Carolina,North Carolina
624174,Rocky River HS,Charlotte,North Carolina,North Carolina
624206,WA Hough HS,Cornelius,North Carolina,North Carolina
624131,Mitchell HS,Bakersville,North Carolina,North Carolina
624157,Pinehurst Elementary School,Pinehurst,North Carolina,North Carolina
624187,Southern Nash HS,Bailey,North Carolina,North Carolina
624113,Laney HS,Wilmington,North Carolina,North Carolina
624009,Ashley HS,Wilmington,North Carolina,North Carolina
624048,Dixon HS,Holly Ridge,North Carolina,North Carolina
624167,Richlands ES,Richlands,North Carolina,North Carolina
624188,Southwest High School,Jackonsville,North Carolina,North Carolina
624193,Swansboro HS,Swansboro,North Carolina,North Carolina
624142,Northside HS,Jacksonville,North Carolina,North Carolina
624072,Fred A. Anderson ES,Bayboro,North Carolina,North Carolina
624147,Pamlico County HS,Bayboro,North Carolina,North Carolina
624148,Pamlico County MS,Bayboro,North Carolina,North Carolina
624149,Pamlico Primary ES,Bayboro,North Carolina,North Carolina
624091,Heide Trask HS,Rocky Point,North Carolina,North Carolina
624155,Perquimans Central School,Winfall,North Carolina,North Carolina
624156,Perquimans County HS,Hertford,North Carolina,North Carolina
624158,Polk Central School,Mill Spring,North Carolina,North Carolina
624159,Polk HS,Columbus,North Carolina,North Carolina
624199,Tryon Elementary School,Bessemer City,North Carolina,North Carolina
624200,Tryon ES,Burlington,North Carolina,North Carolina
624160,Polk Middle School,Mill Spring,North Carolina,North Carolina
624165,Randleman High School,Randleman,North Carolina,North Carolina
624189,Southwestern Randolph HS,Asheboro,North Carolina,North Carolina
624162,Providence Grove HS,Climax,North Carolina,North Carolina
624216,Wheatmore HS,Trinity,North Carolina,North Carolina
624063,Ellerbe MS,Ellerbe,North Carolina,North Carolina
624015,Bethany Elementary School,Reidsville,North Carolina,North Carolina
624033,Chase HS,Forest City,North Carolina,North Carolina
624056,East Rutherford HS,Bostic,North Carolina,North Carolina
624057,East Rutherford MS,Bostic,North Carolina,North Carolina
624184,South Stokes High School,Walnut Cover,North Carolina,North Carolina
624058,East Surry HS,Pilot Mountain,North Carolina,North Carolina
624140,North Surry HS,Mt. Airy,North Carolina,North Carolina
624017,Brevard HS,Brevard,North Carolina,North Carolina
624038,Columbia HS,Columbia,North Carolina,North Carolina
624126,Marvin Ridge High School,Waxaw,North Carolina,North Carolina
624007,Apex HS,Apex,North Carolina,North Carolina
624025,Cary HS,Cary,North Carolina,North Carolina
624220,William G. Enloe HS,Raleigh,North Carolina,North Carolina
624079,Green Hope HS,Cary,North Carolina,North Carolina
624027,Centennial Campus Magnet MS,Raleigh,North Carolina,North Carolina
624176,Salem MS,Apex,North Carolina,North Carolina
624129,Mills Park Middle School,Cary,North Carolina,North Carolina
624175,Rolesville Middle School,Rolesville,North Carolina,North Carolina
624141,North Wilkes HS,Hays,North Carolina,North Carolina
624219,Wilkes Central High School,Wilkesboro,North Carolina,North Carolina
624068,Fike HS,Wilson,North Carolina,North Carolina
624101,James Hunt HS,Wilson,North Carolina,North Carolina
624070,Forest Hills Middle School,Wilson,North Carolina,North Carolina
624134,Mountain Heritage HS,Burnsville,North Carolina,North Carolina
625001,Devils Lake,Devils Lake,North Dakota,North Dakota
625002,Grand Forks Central High,Grand FOrks,North Dakota,North Dakota
632001,Ben Franklin,Cleveland,Ohio,Ohio
632002,Daniel E. Morgan,Cleveland,Ohio,Ohio
632005,Luis Munoz Marin Middle School,Cleveland,Ohio,Ohio
632006,Mary Bethune,Cleveland,Ohio,Ohio
632007,Max Hayes High School,Cleveland,Ohio,Ohio
632008,Orchard,Cleveland,Ohio,Ohio
632009,Riverside,Cleveland,Ohio,Ohio
632010,Robert H. Jamison,Cleveland,Ohio,Ohio
632013,Tremont,Cleveland,Ohio,Ohio
632011,Rocky River Middle School,Rocky River,Ohio,Ohio
632012,St. Bernard-Elmwood Place High,Cincinnati,Ohio,Ohio
632003,Harrison High School,Harrison,Ohio,Ohio
633018,Vandever Elementary,Broken Arrow,Oklahoma,Oklahoma
633015,Oneta MS,Broken Arrow,Oklahoma,Oklahoma
633002,Broken Arrow South Int HS,Broken Arrow,Oklahoma,Oklahoma
633003,Catoosa HS,Catoosa,Oklahoma,Oklahoma
633005,Choctaw Elementary,Choctaw,Oklahoma,Oklahoma
633007,Harrah HS,Harrah,Oklahoma,Oklahoma
633009,Harrah MS,Harrah,Oklahoma,Oklahoma
633011,Jay MS,Jay,Oklahoma,Oklahoma
633012,JW Sam ES,Catoosa,Oklahoma,Oklahoma
633014,MacArthur MS,Lawton,Oklahoma,Oklahoma
633017,Tomlinson MS,Lawton,Oklahoma,Oklahoma
633024,Yukon HS,Yukon,Oklahoma,Oklahoma
633025,Yukon MS,Yukon,Oklahoma,Oklahoma
633016,Skyview El,Yukon,Oklahoma,Oklahoma
634026,Stayton High School,Stayton,Oregon,Oregon
634031,Westview High School,Portland,Oregon,Oregon
634010,High Desert Middle School,Bend,Oregon,Oregon
634002,Bend High School,Bend,Oregon,Oregon
634021,Rainier Sr/Jr High School,Rainier,Oregon,Oregon
634006,Forest Grove High School,Forest Grove,Oregon,Oregon
634018,Newport High School,Newport,Oregon,Oregon
634028,Taft High School,Lincoln City,Oregon,Oregon
634015,McMinville High School,McMinnville,Oregon,Oregon
634019,Parkrose High School,Portland,Oregon,Oregon
634020,Philomath High School,Philomath,Oregon,Oregon
634008,George Middle School,Portland,Oregon,Oregon
634032,Wilson High School,Portland,Oregon,Oregon
634023,Roosevelt High School,Portland,Oregon,Oregon
634022,Redmond High School,redmond,Oregon,Oregon
634024,Roseburg High School,Roseburg,Oregon,Oregon
634016,McNary High School,Keizer,Oregon,Oregon
634025,Sherwood High School,Sherwood,Oregon,Oregon
634027,Sutherlin High School,Sutherlin,Oregon,Oregon
634001,Athey Creek Middle School,West Linn,Oregon,Oregon
634030,West Linn High School,West Linn,Oregon,Oregon
634033,Wilsonville High School,Wilsonville,Oregon,Oregon
634005,Douglas High School,Winston,Oregon,Oregon
634007,French Prarie Middle School,Woodburn,Oregon,Oregon
634034,Woodburn High School,Woodburn,Oregon,Oregon
635035,Universal Daroff,Philadelphia,Pennsylvania,Pennsylvania
635002,Audenried High School,Philadelphia,Pennsylvania,Pennsylvania
635004,Baldwin High School,Pittsburgh,Pennsylvania,Pennsylvania
635005,Belle Vernon High School,Belle Vernon,Pennsylvania,Pennsylvania
635008,Carlynton High School,Carnegie,Pennsylvania,Pennsylvania
635009,Chester High School,Chester,Pennsylvania,Pennsylvania
635010,Elizabeth Forward High School,Elizabeth,Pennsylvania,Pennsylvania
635016,Kiski High School,Vandergift,Pennsylvania,Pennsylvania
635018,Mt. Pleasant High School,Philadelphia,Pennsylvania,Pennsylvania
635021,Parkway West High School,Philadelphia,Pennsylvania,Pennsylvania
635036,Widener Memorial,Philadelphia,Pennsylvania,Pennsylvania
635029,"Solis-Cohen, Solomon School",Philadelphia,Pennsylvania,Pennsylvania
635026,Samuel Fels,Philadelphia,Pennsylvania,Pennsylvania
635013,Furness,Philadelphia,Pennsylvania,Pennsylvania
635027,Sayre High School,Philadelphia,Pennsylvania,Pennsylvania
635001,Abraham Lincoln,Philadelphia,Pennsylvania,Pennsylvania
635033,Thomas Edison,Philadelphia,Pennsylvania,Pennsylvania
635019,Northeast High School,Philadelphia,Pennsylvania,Pennsylvania
635030,South Philly,Philadelphia,Pennsylvania,Pennsylvania
635017,Martin Luther King,Philadelphia,Pennsylvania,Pennsylvania
635003,Austin Meehan Middle School,Philadelphia,Pennsylvania,Pennsylvania
635007,CAPA - Creative and Performing Arts High School,Philadelphia,Pennsylvania,Pennsylvania
635034,Tilden Middle School,Philadelphia,Pennsylvania,Pennsylvania
635023,Pottsgrove High School,Pottstown,Pennsylvania,Pennsylvania
635025,Rochester Area High School,Rochester,Pennsylvania,Pennsylvania
635031,Spring-Ford 10-12 High School,Royersford,Pennsylvania,Pennsylvania
636001,Barrington High School,Barrington,Rhode Island,Rhode Island
636002,Barrington Middle School,Barrington,Rhode Island,Rhode Island
636004,Burrillville High School,Harrisville,Rhode Island,Rhode Island
636005,Central Falls  High School,Central Falls,Rhode Island,Rhode Island
636006,Chariho High School,Hopkinton,Rhode Island,Rhode Island
636008,Coventry High School,Coventry,Rhode Island,Rhode Island
636009,Cranston East High School,Cranston,Rhode Island,Rhode Island
636010,Cranston West High School,Cranston,Rhode Island,Rhode Island
636029,Park View Middle School,Cranston,Rhode Island,Rhode Island
636011,Cumberland High School,Cumberland,Rhode Island,Rhode Island
636014,East Greenwich High School,East Greenwich,Rhode Island,Rhode Island
636007,Cole Middle School,East Greenwich,Rhode Island,Rhode Island
636015,Exeter/West Greenwich High School,West Greenwich,Rhode Island,Rhode Island
636032,Ponagansett High School,North Scituate,Rhode Island,Rhode Island
636031,Ponaganset Middle School,North Scituate,Rhode Island,Rhode Island
636020,Lincoln High School,Lincoln,Rhode Island,Rhode Island
636021,Middletown High School,Middletown,Rhode Island,Rhode Island
636024,Narrgansett High School,Narragansett,Rhode Island,Rhode Island
636036,Rogers High School,Newport,Rhode Island,Rhode Island
636013,Davisville Middle School,North Kingstown,Rhode Island,Rhode Island
636025,North Kingstown High school,North Kingstown,Rhode Island,Rhode Island
636035,Ricci Middle School,North Providence,Rhode Island,Rhode Island
636026,North Providence High School,North Providence,Rhode Island,Rhode Island
636027,North Smithfield High School,North Scituate,Rhode Island,Rhode Island
636028,North Smithfield Middle School,North Smithfield,Rhode Island,Rhode Island
636043,Tolman High School,Pawtucket,Rhode Island,Rhode Island
636033,Portsmouth High School,Portsmouth,Rhode Island,Rhode Island
636034,Portsmouth Middle School,Portsmouth,Rhode Island,Rhode Island
636018,Hope High School,Providence,Rhode Island,Rhode Island
636022,Mt. Pleasant High School,Providence,Rhode Island,Rhode Island
636037,Scituate High School,North Scituate,Rhode Island,Rhode Island
636038,Smithfield High School,Smithfield,Rhode Island,Rhode Island
636016,Gallagher Middle School,Smithfield,Rhode Island,Rhode Island
636039,South Kingstown High School,Wakefield,Rhode Island,Rhode Island
636012,Curtis Corner Middle School,Wakefield,Rhode Island,Rhode Island
636041,Tiverton Middle School,Tiverton,Rhode Island,Rhode Island
636030,Pilgrim High School,Warwick,Rhode Island,Rhode Island
636042,Toll Gate High School,Warwick,Rhode Island,Rhode Island
636044,Warwick Vet's High School,Warwick,Rhode Island,Rhode Island
636045,Westerly High School,Westerly,Rhode Island,Rhode Island
636046,Woonsocket High School,woonsocket,Rhode Island,Rhode Island
637002,Aiken Middle School,Aiken,South Carolina,South Carolina
637108,Paul Knox Middle School,North Augusta,South Carolina,South Carolina
637136,Wagener-Salley High School,Wagener,South Carolina,South Carolina
637020,Busbee Elementary School,Wagener,South Carolina,South Carolina
637060,Kennedy Middle School,Aiken,South Carolina,South Carolina
637086,Midland Valley High School,Graniteville,South Carolina,South Carolina
637027,Corbett Middle School,Wagener,South Carolina,South Carolina
637107,Palmetto Middle School,Williamston,South Carolina,South Carolina
637028,Crescent High School,Iva,South Carolina,South Carolina
637026,Concord Elementary School,Anderson,South Carolina,South Carolina
637079,McCants Middle School,Anderson,South Carolina,South Carolina
637090,New Prospect Elementary School,Anderson,South Carolina,South Carolina
637119,Robert Anderson Middle School,Anderson,South Carolina,South Carolina
637039,Glenview Middle School,Anderson,South Carolina,South Carolina
637007,Beaufort Elementary School,Beaufort,South Carolina,South Carolina
637078,MC Riley Elementary School,Bluffton,South Carolina,South Carolina
637008,Beaufort High School,Beaufort,South Carolina,South Carolina
637006,Battery Creek High School,Beaufort,South Carolina,South Carolina
637009,Beaufort Middle School,Beaufort,South Carolina,South Carolina
637104,Okatie Elementary School,Bluffton,South Carolina,South Carolina
637047,Hilton Head Elementary School for the Creative Arts,Hilton Head Island,South Carolina,South Carolina
637049,Hilton Head IB Elementary School,Hilton Head Island,South Carolina,South Carolina
637015,Bluffton High School,Bluffton,South Carolina,South Carolina
637142,Westview Primary School,Goose Creek,South Carolina,South Carolina
637014,Berkeley Middle School,Moncks Corner,South Carolina,South Carolina
637141,Westview Middle School,Goose Creek,South Carolina,South Carolina
637021,Calhoun County High School,St. Matthews,South Carolina,South Carolina
637062,Lambs Elementary School,North Charleston,South Carolina,South Carolina
637096,North Charleston Elementary,North Charleston,South Carolina,South Carolina
637097,North Charleston High School,North Charleston,South Carolina,South Carolina
637139,West Ashley High School,Charleston,South Carolina,South Carolina
637148,Zucker Middle School,North Charleston,South Carolina,South Carolina
637030,East Clarendon Middle High School,Turbeville,South Carolina,South Carolina
637064,Latta Elementary School,Latta,South Carolina,South Carolina
637146,Windsor Hill Arts Infused Elementary School,North Charleston,South Carolina,South Carolina
637133,Strom Thurmond HS,Johnston,South Carolina,South Carolina
637058,Johnsonville Elementary School,Johnsonville,South Carolina,South Carolina
637077,Mauldin Middle School,Mauldin,South Carolina,South Carolina
637118,Riverside Middle School,Greer,South Carolina,South Carolina
637010,Bell Street Middle School,Clinton,South Carolina,South Carolina
637011,Berea Elementary School,Greenville,South Carolina,South Carolina
637088,Mitchell Road Elementary School,Greenville,South Carolina,South Carolina
637012,Berea High School,Greenville,South Carolina,South Carolina
637076,Mauldin High School,Mauldin,South Carolina,South Carolina
637147,Woodmont High School,Piedmont,South Carolina,South Carolina
637013,Berea Middle School,Greenville,South Carolina,South Carolina
637035,Estill Elementary School,Estill,South Carolina,South Carolina
637099,North Myrtle Beach Middle School,Little River,South Carolina,South Carolina
637072,Loris High School,Loris,South Carolina,South Carolina
637106,Palmetto Bays Elementary School,Myrtle Beach,South Carolina,South Carolina
637046,Hardeeville Ridgeland Middle School,Hardeeville,South Carolina,South Carolina
637065,Laurens High School,Laurens,South Carolina,South Carolina
637057,Joanna-Woodson Elementary School,Joanna,South Carolina,South Carolina
637031,Eastside Elementary School,Clinton,South Carolina,South Carolina
637066,Lee Central High School,Bishopville,South Carolina,South Carolina
637125,Saxe Gotha Elementary School,Lexington,South Carolina,South Carolina
637061,Lake Murray Elementary School,Lexington,South Carolina,South Carolina
637144,White Knoll High School,Lexington,South Carolina,South Carolina
637068,Lexington Elementary School,Lexington,South Carolina,South Carolina
637102,Oak Grove Elementary School,Lexington,South Carolina,South Carolina
637069,Lexington High School,Lexington,South Carolina,South Carolina
637038,Gilbert High School,Lexington,South Carolina,South Carolina
637110,Pleasant Hill Middle School,Lexington,South Carolina,South Carolina
637113,Red Bank Elementary School,Lexington,South Carolina,South Carolina
637022,Carolina Springs Middle School,Lexington,South Carolina,South Carolina
637091,New Providence Elementary,Lexington,South Carolina,South Carolina
637121,Rocky Creek Elementary,Lexington,South Carolina,South Carolina
637082,Meadow Glen Middle School,Lexington,South Carolina,South Carolina
637117,River Bluff High School,Lexington,South Carolina,South Carolina
637003,Airport High School,West Columbia,South Carolina,South Carolina
637100,Northside Middle School,West Columbia,South Carolina,South Carolina
637005,Batesburg-Leesville Primary School,Batesburg-Leesville,South Carolina,South Carolina
637122,Sandhills Elementary School,Swansea,South Carolina,South Carolina
637036,Francis Mack Intermediate,Gaston,South Carolina,South Carolina
637123,Sandhills Middle School,Gaston,South Carolina,South Carolina
637135,Swansea High School,Swansea,South Carolina,South Carolina
637067,Lexington 4 Early Childhood Center,Swansea,South Carolina,South Carolina
637029,Dutch Fork High School,Irmo,South Carolina,South Carolina
637023,Chapin Elementary School,Chapin,South Carolina,South Carolina
637053,Irmo Elementary,Irmo,South Carolina,South Carolina
637054,Irmo High School,Columbia,South Carolina,South Carolina
637004,Ballentine Elementary,Irmo,South Carolina,South Carolina
637103,Oak Pointe Elementary,Irmo,South Carolina,South Carolina
637101,Nursery Road Elementary School,Columbia,South Carolina,South Carolina
637043,H.E. Corley Elementary,Irmo,South Carolina,South Carolina
637001,Advanced Studies-West Ashley,Charleston,South Carolina,South Carolina
637131,Spring Hill High School,Chapin,South Carolina,South Carolina
637019,Boundary Street Elementary,Newberry,South Carolina,South Carolina
637092,Newberry Elementary School,Newberry,South Carolina,South Carolina
637084,Mid-Carolina High School,Prosperity,South Carolina,South Carolina
637094,Newberry Middle School,Newberry,South Carolina,South Carolina
637093,Newberry High School,Newberry,South Carolina,South Carolina
637055,James Brown Elementary School,Walhalla,South Carolina,South Carolina
637126,Seneca High School,Seneca,South Carolina,South Carolina
637137,Walhalla High School,Walhalla,South Carolina,South Carolina
637033,Edisto Primary School,Cordova,South Carolina,South Carolina
637105,Orangeburg Wilkinson High School,Orangeburg,South Carolina,South Carolina
637098,North Middle High School,North,South Carolina,South Carolina
637070,Liberty High School,Liberty,South Carolina,South Carolina
637109,Pickens High School,Pickens,South Carolina,South Carolina
637129,Southeast Middle School,Hopkins,South Carolina,South Carolina
637116,Ridgeview HS,Columbia,South Carolina,South Carolina
637017,Blythewood Middle School,Blythewood,South Carolina,South Carolina
637016,Blythewood High School,Blythewood,South Carolina,South Carolina
637059,Joseph Keels Elementary School,Columbia,South Carolina,South Carolina
637071,Lonnie B. Nelson Elementary School,Columbia,South Carolina,South Carolina
637034,EL Wright Middle School,Columbia,South Carolina,South Carolina
637132,Spring Valley High School,Columbia,South Carolina,South Carolina
637111,Polo Road Elementary School,Columbia,South Carolina,South Carolina
637143,Westwood High School,Blythewood,South Carolina,South Carolina
637018,Boiling Springs High School,Boiling Springs,South Carolina,South Carolina
637042,Griggs Road Elementary School,Clover,South Carolina,South Carolina
637025,Clover Middle School,Clover,South Carolina,South Carolina
637024,Clover High School,Clover,South Carolina,South Carolina
637063,Larne Elementary School,Clover,South Carolina,South Carolina
637134,Sumter High School,Sumter,South Carolina,South Carolina
638112,University High School,Waco,Texas,Texas
638001,Abilene HS,Abilene,Texas,Texas
638068,Mann MS,Abilene,Texas,Texas
638026,Clack MS,Abilene,Texas,Texas
638002,Alamo Heights HS,San Antonio,Texas,Texas
638009,Bivins Elem,Amarillo,Texas,Texas
638057,Lee Elem,Amarillo,Texas,Texas
638043,Horace Mann MS,Amarillo,Texas,Texas
638091,Ridgecrest Elem,Amarillo,Texas,Texas
638013,Bridge City HS,Bridge City,Texas,Texas
638014,Bridge City MS,Bridge City,Texas,Texas
638017,Burkburnett MS,Burkburnett,Texas,Texas
638019,Calallen HS,Corpus Christi,Texas,Texas
638038,Greene Elem.,Webster,Texas,Texas
638069,Memorial HS,San Antonio,Texas,Texas
638036,Franklin HS,El Paso,Texas,Texas
638092,Riverside MS,Fort Worth,Texas,Texas
638088,Reynolds Elem.,Houston,Texas,Texas
638016,Brill Elementary,Spring,Texas,Texas
638060,Lomax Jr High,La Porte,Texas,Texas
638053,La Porte HS,La Porte,Texas,Texas
638059,Little Cypress-Mauriceville HS,Orange,Texas,Texas
638054,Lakeside MS,Little Elm,Texas,Texas
638063,Los Fresnos High,Los Fresnos,Texas,Texas
638077,Nikki Rowe High School,McAllen,Texas,Texas
638071,Midway HS,Waco,Texas,Texas
638072,Mission HS,Mission,Texas,Texas
638076,Newton HS,Newton,Texas,Texas
638048,Johnson High,San Antonio,Texas,Texas
638022,Carlos Coon Elem,San Antonio,Texas,Texas
638089,Rhodes Elem,San Antonio,Texas,Texas
638041,Hatchett Elem,San Antonio,Texas,Texas
638008,Bernal MS,San Antonio,Texas,Texas
638080,Orangefield HS,Orange,Texas,Texas
638087,Red Bluff Elem,Pasadena,Texas,Texas
638086,Progreso HS,Progreso,Texas,Texas
638062,Lorenzo Loya Primary,San Elizario,Texas,Texas
638099,Samuel Clemens HS,Schertz,Texas,Texas
638056,Laura Ingalls Wilder Intermediate,Schertz,Texas,Texas
638044,J. Frank Dobie Jr High,Cibolo,Texas,Texas
638116,Watts Elem,Cibolo,Texas,Texas
638046,Jim Barnes MS,Seguin,Texas,Texas
638015,Briesemeister MS,Seguin,Texas,Texas
638101,Sharyland HS,Mission,Texas,Texas
638006,B.L. Gray Jr High,Mission,Texas,Texas
638102,Sharyland North Jr High,McAllen,Texas,Texas
638033,Dueitt MS,Spring,Texas,Texas
638107,Twin Creeks MS,Spring,Texas,Texas
638029,Claughton MS,Houston,Texas,Texas
638007,Bammel Middle School,Spring,Texas,Texas
638093,Roberson MS,Houston,Texas,Texas
638095,Ruiz Elem.,Laredo,Texas,Texas
638039,Gutierrez Elem.,Laredo,Texas,Texas
638027,Clark Elem.,Laredo,Texas,Texas
638078,Nye Elem.,Laredo,Texas,Texas
638096,Salinas Elem.,Laredo,Texas,Texas
638108,United HS,Laredo,Texas,Texas
638049,Juarez-Lincoln Elem.,Laredo,Texas,Texas
638105,Trautmann Elem.,Laredo,Texas,Texas
638109,United MS,Laredo,Texas,Texas
638035,Finley Elem.,Laredo,Texas,Texas
638045,J.B. Alexander HS,Laredo,Texas,Texas
638085,Prada Elem.,Laredo,Texas,Texas
638037,George Washington MS,Laredo,Texas,Texas
638028,Clark MS,Laredo,Texas,Texas
638051,Kennedy-Zapata Elem.,Laredo,Texas,Texas
638106,Trautmann MS,Laredo,Texas,Texas
638094,Roosevelt Elem,Laredo,Texas,Texas
638119,Zaffirini Elem.,Laredo,Texas,Texas
638074,Muller Elem.,Laredo,Texas,Texas
638005,Arndt Elementary,Laredo,Texas,Texas
638066,Lyndon B. Johnson HS,Laredo,Texas,Texas
638003,Antonio Gonzalez MS,Laredo,Texas,Texas
638055,Lamar Bruni Vergara MS,Laredo,Texas,Texas
638011,Bonnie L. Garcia Elem.,Laredo,Texas,Texas
638023,Centeno Elem.,Laredo,Texas,Texas
638034,Fasken Elem.,Laredo,Texas,Texas
638114,Vidor High School,Vidor,Texas,Texas
638115,Waco HS,Waco,Texas,Texas
638024,Central MS,Weslaco,Texas,Texas
638090,Rider HS,Wichita Falls,Texas,Texas
639015,Lone Peak High School,Highland,Utah,Utah
639018,Mountain Crest,Hyrum,Utah,Utah
639005,Brighton High School,Cottonwood Heights,Utah,Utah
639010,Hillcrest High School,Midvale,Utah,Utah
639012,Jordan High School,Sandy,Utah,Utah
639001,Alta High School,Sandy,Utah,Utah
639006,Centennial Junior High School,Kaysville,Utah,Utah
639026,Union High,Roosevelt,Utah,Utah
639004,Bingham High School,South Jordan,Utah,Utah
639013,Kanab High School,Kanab,Utah,Utah
639020,Provo Peaks Elementary,Provo,Utah,Utah
639028,Wasatch,Heber City,Utah,Utah
641027,Spaulding High School,Barre,Vermont,Vermont
641020,Mount Mansfield Union HS,Jericho,Vermont,Vermont
641006,Browns River Middle School,Jericho,Vermont,Vermont
641018,Mill River High School,North Clarendon,Vermont,Vermont
641013,Essex High School,Essex Junction,Vermont,Vermont
641005,BFA St. Albans,St. Albans,Vermont,Vermont
641029,St. Albans City School,St. Albans,Vermont,Vermont
641028,St Albans Town Education Center,St Albans,Vermont,Vermont
641021,Northfield Elementary,Northfield,Vermont,Vermont
641019,Montpelier High School,Montpelier,Vermont,Vermont
641031,Union Elementary,Montpelier,Vermont,Vermont
641033,West Rutland High School,West Rutland,Vermont,Vermont
641035,Woodstock Elementary,Woodstock,Vermont,Vermont
641001,Barre City ES / MS,Barre,Vermont,Vermont
641007,Burlington High School,Burlington,Vermont,Vermont
641012,Edmunds Middle School,Burlington,Vermont,Vermont
641014,Flynn Elementary,Burlington,Vermont,Vermont
641004,BFA Fairfax Elementary,Fairfax,Vermont,Vermont
641024,Rutland Intermediate,Rutland,Vermont,Vermont
641023,Rutland High School,Rutland,Vermont,Vermont
641026,South Burlington,South Burlington,Vermont,Vermont
641030,U-32 Middle and High School,Montpelier,Vermont,Vermont
640002,Albemarle High School,Charlottesville,Virginia,Virginia
640238,Western Albemarle,Crozet,Virginia,Virginia
640236,Washington Lee High School,Arlington,Virginia,Virginia
640134,Liberty High School,Bedford,Virginia,Virginia
640216,Staunton River Middle School,Moneta,Virginia,Virginia
640115,Jefferson Forest High School,Forest,Virginia,Virginia
640087,Greenfield Elementary,Troutville,Virginia,Virginia
640088,Greenfield Elementary,Richmond,Virginia,Virginia
640133,Lewis and Clark Elementary,Ruther Glen,Virginia,Virginia
640015,Bellwood Elementary,Richmond,Virginia,Virginia
640016,Bensley Elementary,Richmond,Virginia,Virginia
640050,Curtis,Chester,Virginia,Virginia
640060,Enon Elementary,Chester,Virginia,Virginia
640066,Falling Creek Elementary,Richmond,Virginia,Virginia
640085,Grange Hall Elementary,Moseley,Virginia,Virginia
640106,Hopkins Elementary,Richmond,Virginia,Virginia
640237,Watkins Elementary,Midlothian,Virginia,Virginia
640095,Hening Elementary,Richmond,Virginia,Virginia
640181,Reams,Richmond,Virginia,Virginia
640190,Robious Elementary,Midlothian,Virginia,Virginia
640114,James River High School,Midlothian,Virginia,Virginia
640144,Marguerite Christian,Colonial Heights,Virginia,Virginia
640083,Gordon Elementary,Richmond,Virginia,Virginia
640213,Spring Run Elementary,Midlothian,Virginia,Virginia
640075,Gates Elementary,Chesterfield,Virginia,Virginia
640040,Clover Hill Elementary,Midlothian,Virginia,Virginia
640062,Evergreen Elementary,Midlothian,Virginia,Virginia
640056,Ecoff,Chester,Virginia,Virginia
640228,Tussing Elementary School,Colonial Heights,Virginia,Virginia
640028,Canterbury Woods,Annandale,Virginia,Virginia
640189,Robinson Secondary School,Fairfax,Virginia,Virginia
640071,Franklin County High School,Rocky Mount,Virginia,Virginia
640132,Lee M. Waid Elementary,"Rocky Mount,",Virginia,Virginia
640245,William Monroe High School,Standardsville,Virginia,Virginia
640011,Battlefield Park,Mechanicville,Virginia,Virginia
640059,Elmont,Ashland,Virginia,Virginia
640130,Lee Davis High School,Mechanicsville,Virginia,Virginia
640044,Cool Spring Elementary,Mechanicville,Virginia,Virginia
640041,Cold Harbor Elementary,Mechanicville,Virginia,Virginia
640120,Kersey Creek Elementary,Mechanicville,Virginia,Virginia
640176,Pole Green Elementary,Mechanicville,Virginia,Virginia
640203,Shady Grove,Glen Allen,Virginia,Virginia
640025,Brookland Middle,Henrico,Virginia,Virginia
640037,Chamberlayne Elementary,Richmond,Virginia,Virginia
640047,Crestview Elementary,Henrico,Virginia,Virginia
640072,Freeman High School,Richmond,Virginia,Virginia
640063,Fair Oaks Elementary,Henrico,Virginia,Virginia
640064,Fairfield Middle,Henrico,Virginia,Virginia
640096,Henrico High School,Fairfield,Virginia,Virginia
640100,Hermitage High School,Henrico,Virginia,Virginia
640103,Highland Springs Elementary,Highland Springs,Virginia,Virginia
640104,Highland Springs High School,Highland Springs,Virginia,Virginia
640227,Tucker High School,Henrico,Virginia,Virginia
