Y6_CSRID,NAME,CITY,STATE,PROGRAM
541139,Marguerite Christian,Colonial Heights,Virginia,VA
541202,Spring Run Elementary,Midlothian,Virginia,VA
541073,Gates Elementary,Chesterfield,Virginia,VA
541041,Clover Hill Elementary,Midlothian,Virginia,VA
541061,Evergreen Elementary,Midlothian,Virginia,VA
541109,Jacobs Road Elementary,Chesterfield,Virginia,VA
541056,Ecoff,Chester,Virginia,VA
541235,Winterpock Elementary,Chesterfield,Virginia,VA
542012,Essex High School,Essex Junction,Vermont,VT
541069,Franklin County High School,Rocky Mount,Virginia,VA
541128,Lee M. Waid Elementary,"Rocky Mount,",Virginia,VA
541013,Battlefield Park,Mechanicville,Virginia,VA
541058,Elmont,Ashland,Virginia,VA
541096,Henry Clay,Ashland,Virginia,VA
541185,Rural Point,Mechanicville,Virginia,VA
541225,Washington Henry,Mechanicville,Virginia,VA
541045,Cool Spring,Mechanicville,Virginia,VA
541042,Cold Harbor,Mechanicville,Virginia,VA
541039,Chickahominy Middle School,Mechanicsville,Virginia,VA
541116,Kersey Creek,Mechanicville,Virginia,VA
541171,Pole Green,Mechanicville,Virginia,VA
541192,Shady Grove,Glen Allen,Virginia,VA
541026,Brookland Middle,Henrico,Virginia,VA
541036,Chamberlayne,Henrico,Virginia,VA
541062,Fairfield Middle,Henrico,Virginia,VA
541150,Moody Middle,Henrico,Virginia,VA
541007,Arthur Ashe,Henrico,Virginia,VA
541095,Henrico High School,Fairfield,Virginia,VA
541102,Highland Springs Elementary,Highland Springs,Virginia,VA
541215,Tucker High School,Henrico,Virginia,VA
541052,Davis Elementary,Richmond,Virginia,VA
541122,Lakeside,Henrico,Virginia,VA
541136,Longdale Elementary,Glen Allen,Virginia,VA
541167,Pemberton,Henrico,Virginia,VA
541169,Pinchbeck Elementary,Henrico,Virginia,VA
541173,Ratcliffe Elementary,Henrico,Virginia,VA
541194,Short Pump Middle,Glen Allen,Virginia,VA
541212,Trevvett Elementary,Henrico,Virginia,VA
541214,Tuckahoe Middle,Henrico,Virginia,VA
541217,Varina High School,Henrico,Virginia,VA
541222,Ward Elementary,Henrico,Virginia,VA
541203,Springfield Park Elementary,Glen Allen,Virginia,VA
541157,Nuckols Farm Elementary,Henrico,Virginia,VA
541183,Rolfe Middle,Henrico,Virginia,VA
541170,Pocahontas Middle,Henrico,Virginia,VA
541055,Echo Lake,Glen Allen,Virginia,VA
541145,Mehfoud,Henrico,Virginia,VA
541107,Hungary Creek Middle,Glen Allen,Virginia,VA
